,driverId,grid,positionOrder,points,statusId,year,round,top3_driver_season_percentage,top_3,driver_avg_finish_pos_season,Constructor_Top3_Percent,round_max_last_szn,top3_driver_season_percentage_lag,driver_avg_finish_pos_season_lag,Constructor_Top3_Percent_lag,round_lag
2078,14,12,5,4.0,1,2003-01-01,11,10.0,False,9.351724137931035,35.0,17.0,37.5,9.297413793103448,28.125,17.0
2079,15,2,6,3.0,1,2003-01-01,11,0.0,False,11.751677852348994,15.0,17.0,0.0,12.186440677966102,0.0,17.0
2081,18,20,8,1.0,1,2003-01-01,11,0.0,False,10.053254437869823,0.0,17.0,0.0,9.811808118081181,0.0,17.0
2082,23,4,9,0.0,1,2003-01-01,11,30.0,False,9.935185185185185,40.0,17.0,37.5,9.875,40.625,17.0
2083,35,9,10,0.0,1,2003-01-01,11,0.0,False,10.85,0.0,17.0,0.0,10.288461538461538,0.0,17.0
2084,44,13,11,0.0,1,2003-01-01,11,0.0,False,11.494845360824742,0.0,17.0,0.0,11.954248366013072,0.0,17.0
2087,17,11,14,0.0,11,2003-01-01,11,0.0,False,9.108333333333333,0.0,17.0,0.0,9.708333333333334,0.0,17.0
2090,2,16,17,0.0,12,2003-01-01,11,0.0,False,10.697247706422019,0.0,17.0,0.0,10.68235294117647,0.0,17.0
2092,21,15,19,0.0,22,2003-01-01,11,10.0,False,11.065217391304348,5.0,17.0,0.0,11.01388888888889,0.0,17.0
2094,31,1,1,10.0,1,2003-01-01,12,54.54545454545454,True,8.984126984126984,40.909090909090914,17.0,43.75,8.602272727272727,40.625,17.0
2095,14,10,2,8.0,1,2003-01-01,12,9.090909090909092,True,9.2875,36.36363636363637,17.0,37.5,9.297413793103448,28.125,17.0
2096,15,4,3,6.0,1,2003-01-01,12,0.0,True,11.884146341463415,13.636363636363635,17.0,0.0,12.186440677966102,0.0,17.0
2098,44,7,5,4.0,11,2003-01-01,12,0.0,False,11.622641509433961,0.0,17.0,0.0,11.954248366013072,0.0,17.0
2100,30,6,7,2.0,11,2003-01-01,12,54.54545454545454,False,6.714285714285714,54.54545454545454,17.0,100.0,6.653846153846154,78.125,17.0
2101,18,17,8,1.0,11,2003-01-01,12,0.0,False,10.010752688172044,0.0,17.0,0.0,9.811808118081181,0.0,17.0
2102,35,13,9,0.0,12,2003-01-01,12,0.0,False,10.7,0.0,17.0,0.0,10.288461538461538,0.0,17.0
2103,2,15,10,0.0,12,2003-01-01,12,0.0,False,10.75,0.0,17.0,0.0,10.68235294117647,0.0,17.0
2104,17,11,11,0.0,3,2003-01-01,12,0.0,False,9.113636363636363,0.0,17.0,0.0,9.708333333333334,0.0,17.0
2106,21,13,13,0.0,5,2003-01-01,12,9.090909090909092,False,11.264900662251655,4.545454545454546,17.0,0.0,11.01388888888889,0.0,17.0
2109,23,2,16,0.0,3,2003-01-01,12,27.27272727272727,False,9.73728813559322,40.909090909090914,17.0,37.5,9.875,40.625,17.0
2111,22,3,18,0.0,3,2003-01-01,12,54.54545454545454,False,10.320574162679426,54.54545454545454,17.0,56.25,10.296052631578947,78.125,17.0
2112,8,5,19,0.0,3,2003-01-01,12,63.63636363636363,False,8.334928229665072,36.36363636363637,17.0,18.75,8.506622516556291,28.125,17.0
2115,8,7,2,8.0,1,2003-01-01,13,58.333333333333336,True,8.442982456140351,37.5,17.0,18.75,8.506622516556291,28.125,17.0
2116,31,4,3,6.0,1,2003-01-01,13,58.333333333333336,True,8.676470588235293,41.66666666666667,17.0,43.75,8.602272727272727,40.625,17.0
2117,23,2,4,5.0,1,2003-01-01,13,25.0,False,9.6328125,41.66666666666667,17.0,37.5,9.875,40.625,17.0
2118,14,9,5,4.0,1,2003-01-01,13,16.666666666666664,False,9.257142857142858,37.5,17.0,37.5,9.297413793103448,28.125,17.0
2119,17,3,6,3.0,1,2003-01-01,13,0.0,False,9.208333333333334,0.0,17.0,0.0,9.708333333333334,0.0,17.0
2120,15,6,7,2.0,11,2003-01-01,13,8.333333333333332,False,11.888268156424582,16.666666666666664,17.0,0.0,12.186440677966102,0.0,17.0
2121,30,8,8,1.0,11,2003-01-01,13,50.0,False,6.60093896713615,50.0,17.0,100.0,6.653846153846154,78.125,17.0
2122,2,11,9,0.0,11,2003-01-01,13,0.0,False,10.861538461538462,0.0,17.0,0.0,10.68235294117647,0.0,17.0
2123,18,14,10,0.0,11,2003-01-01,13,0.0,False,9.866995073891626,0.0,17.0,0.0,9.811808118081181,0.0,17.0
2130,44,10,17,0.0,6,2003-01-01,13,0.0,False,11.565217391304348,0.0,17.0,0.0,11.954248366013072,0.0,17.0
2131,21,13,18,0.0,5,2003-01-01,13,8.333333333333332,False,11.054878048780488,4.166666666666666,17.0,0.0,11.01388888888889,0.0,17.0
2132,22,5,19,0.0,22,2003-01-01,13,50.0,False,10.447368421052632,50.0,17.0,56.25,10.296052631578947,78.125,17.0
2133,35,16,20,0.0,9,2003-01-01,13,0.0,False,10.591666666666667,0.0,17.0,0.0,10.288461538461538,0.0,17.0
2134,30,1,1,10.0,1,2003-01-01,14,46.15384615384615,True,6.48695652173913,46.15384615384615,17.0,100.0,6.653846153846154,78.125,17.0
2135,31,2,2,8.0,1,2003-01-01,14,61.53846153846154,True,8.67123287671233,42.30769230769231,17.0,43.75,8.602272727272727,40.625,17.0
2136,22,3,3,6.0,1,2003-01-01,14,46.15384615384615,True,10.502024291497976,46.15384615384615,17.0,56.25,10.296052631578947,78.125,17.0
2137,8,4,4,5.0,1,2003-01-01,14,61.53846153846154,False,8.43089430894309,38.46153846153847,17.0,18.75,8.506622516556291,28.125,17.0
2139,35,10,6,3.0,11,2003-01-01,14,0.0,False,10.627906976744185,0.0,17.0,0.0,10.288461538461538,0.0,17.0
2140,17,11,7,2.0,11,2003-01-01,14,0.0,False,9.48076923076923,0.0,17.0,0.0,9.708333333333334,0.0,17.0
2142,2,16,9,0.0,11,2003-01-01,14,0.0,False,10.642857142857142,0.0,17.0,0.0,10.68235294117647,0.0,17.0
2143,21,13,10,0.0,11,2003-01-01,14,7.6923076923076925,False,11.175141242937853,3.8461538461538463,17.0,0.0,11.01388888888889,0.0,17.0
2147,14,8,14,0.0,32,2003-01-01,14,15.384615384615385,False,9.105263157894736,38.46153846153847,17.0,37.5,9.297413793103448,28.125,17.0
2148,44,9,15,0.0,23,2003-01-01,14,0.0,False,11.887096774193548,0.0,17.0,0.0,11.954248366013072,0.0,17.0
2150,18,7,17,0.0,6,2003-01-01,14,0.0,False,9.954545454545455,0.0,17.0,0.0,9.811808118081181,0.0,17.0
2153,15,6,20,0.0,9,2003-01-01,14,7.6923076923076925,False,11.963917525773196,19.230769230769234,17.0,0.0,12.186440677966102,0.0,17.0
2154,30,7,1,10.0,1,2003-01-01,15,50.0,True,6.431451612903226,50.0,17.0,100.0,6.653846153846154,78.125,17.0
2155,8,1,2,8.0,1,2003-01-01,15,57.14285714285714,True,8.454545454545455,35.714285714285715,17.0,18.75,8.506622516556291,28.125,17.0
2157,15,10,4,5.0,1,2003-01-01,15,7.142857142857142,False,12.076555023923445,17.857142857142858,17.0,0.0,12.186440677966102,0.0,17.0
2158,2,13,5,4.0,1,2003-01-01,15,0.0,False,10.746666666666666,0.0,17.0,0.0,10.68235294117647,0.0,17.0
2159,31,4,6,3.0,11,2003-01-01,15,64.28571428571429,False,8.576923076923077,42.857142857142854,17.0,43.75,8.602272727272727,40.625,17.0
2160,21,17,7,2.0,11,2003-01-01,15,7.142857142857142,False,11.105263157894736,3.571428571428571,17.0,0.0,11.01388888888889,0.0,17.0
2165,35,12,12,0.0,5,2003-01-01,15,0.0,False,10.514492753623188,0.0,17.0,0.0,10.288461538461538,0.0,17.0
2167,14,8,14,0.0,6,2003-01-01,15,14.285714285714285,False,9.27450980392157,35.714285714285715,17.0,37.5,9.297413793103448,28.125,17.0
2169,18,11,16,0.0,5,2003-01-01,15,0.0,False,10.029535864978904,0.0,17.0,0.0,9.811808118081181,0.0,17.0
2170,44,3,17,0.0,3,2003-01-01,15,0.0,False,12.015037593984962,0.0,17.0,0.0,11.954248366013072,0.0,17.0
2171,17,14,18,0.0,3,2003-01-01,15,0.0,False,9.678571428571429,0.0,17.0,0.0,9.708333333333334,0.0,17.0
2172,23,5,19,0.0,3,2003-01-01,15,21.428571428571427,False,9.16326530612245,42.857142857142854,17.0,37.5,9.875,40.625,17.0
2173,22,2,20,0.0,4,2003-01-01,15,50.0,False,10.38345864661654,50.0,17.0,56.25,10.296052631578947,78.125,17.0
2174,22,1,1,10.0,1,2003-01-01,16,46.666666666666664,True,10.357894736842105,50.0,17.0,56.25,10.296052631578947,78.125,17.0
2175,8,8,2,8.0,1,2003-01-01,16,60.0,True,8.49469964664311,36.666666666666664,17.0,18.75,8.506622516556291,28.125,17.0
2176,14,7,3,6.0,1,2003-01-01,16,13.333333333333334,True,9.311926605504587,36.666666666666664,17.0,37.5,9.297413793103448,28.125,17.0
2177,18,9,4,5.0,1,2003-01-01,16,0.0,False,9.98031496062992,0.0,17.0,0.0,9.811808118081181,0.0,17.0
2178,15,20,5,4.0,1,2003-01-01,16,6.666666666666667,False,12.170403587443946,16.666666666666664,17.0,0.0,12.186440677966102,0.0,17.0
2179,11,13,6,3.0,1,2003-01-01,16,0.0,False,13.789473684210526,0.0,17.0,0.0,13.731707317073171,0.0,17.0
2181,30,14,8,1.0,1,2003-01-01,16,53.333333333333336,False,6.49063670411985,50.0,17.0,100.0,6.653846153846154,78.125,17.0
2182,2,11,9,0.0,1,2003-01-01,16,0.0,False,10.70625,3.3333333333333335,17.0,0.0,10.68235294117647,0.0,17.0
2183,44,4,10,0.0,1,2003-01-01,16,0.0,False,12.006993006993007,0.0,17.0,0.0,11.954248366013072,0.0,17.0
2184,17,6,11,0.0,1,2003-01-01,16,0.0,False,9.811111111111112,0.0,17.0,0.0,9.708333333333334,0.0,17.0
2185,23,19,12,0.0,11,2003-01-01,16,20.0,False,9.54140127388535,40.0,17.0,37.5,9.875,40.625,17.0
2190,21,16,17,0.0,60,2003-01-01,16,6.666666666666667,False,11.014778325123153,3.3333333333333335,17.0,0.0,11.01388888888889,0.0,17.0
2193,31,2,20,0.0,9,2003-01-01,16,60.0,False,8.385542168674698,40.0,17.0,43.75,8.602272727272727,40.625,17.0
1514,30,1,1,10.0,1,2004-01-01,1,0.0,True,0.0,0.0,16.0,53.333333333333336,6.49063670411985,50.0,16.0
1515,22,2,2,8.0,1,2004-01-01,1,0.0,True,0.0,0.0,16.0,46.666666666666664,10.357894736842105,50.0,16.0
1516,4,5,3,6.0,1,2004-01-01,1,0.0,True,0.0,0.0,16.0,26.666666666666668,8.285714285714286,16.666666666666664,16.0
1517,23,8,4,5.0,1,2004-01-01,1,0.0,False,0.0,0.0,16.0,20.0,9.54140127388535,40.0,16.0
1518,31,3,5,4.0,1,2004-01-01,1,0.0,False,0.0,0.0,16.0,60.0,8.385542168674698,40.0,16.0
1519,18,4,6,3.0,1,2004-01-01,1,0.0,False,0.0,0.0,16.0,0.0,9.98031496062992,0.0,16.0
1520,15,9,7,2.0,11,2004-01-01,1,0.0,False,0.0,0.0,16.0,6.666666666666667,12.170403587443946,16.666666666666664,16.0
1521,14,12,8,1.0,11,2004-01-01,1,0.0,False,0.0,0.0,16.0,13.333333333333334,9.311926605504587,36.666666666666664,16.0
1522,11,7,9,0.0,11,2004-01-01,1,0.0,False,0.0,0.0,16.0,0.0,13.789473684210526,0.0,16.0
1523,21,14,10,0.0,11,2004-01-01,1,0.0,False,0.0,0.0,16.0,6.666666666666667,11.014778325123153,3.3333333333333335,16.0
1525,43,13,12,0.0,12,2004-01-01,1,0.0,False,0.0,0.0,16.0,0.0,12.296296296296296,0.0,16.0
1526,44,18,13,0.0,12,2004-01-01,1,0.0,False,0.0,0.0,16.0,0.0,12.006993006993007,0.0,16.0
1529,2,15,16,0.0,7,2004-01-01,1,0.0,False,0.0,0.0,16.0,0.0,10.70625,3.3333333333333335,16.0
1531,17,6,18,0.0,7,2004-01-01,1,0.0,False,0.0,0.0,16.0,0.0,9.811111111111112,0.0,16.0
1533,8,10,20,0.0,5,2004-01-01,1,0.0,False,0.0,0.0,16.0,60.0,8.49469964664311,36.666666666666664,16.0
1534,30,1,1,10.0,1,2004-01-01,2,100.0,True,7.277777777777778,100.0,16.0,53.333333333333336,6.49063670411985,50.0,16.0
1535,31,4,2,8.0,1,2004-01-01,2,0.0,True,5.833333333333333,0.0,16.0,60.0,8.385542168674698,40.0,16.0
1536,18,6,3,6.0,1,2004-01-01,2,0.0,True,9.470588235294118,0.0,16.0,0.0,9.98031496062992,0.0,16.0
1537,22,3,4,5.0,1,2004-01-01,2,100.0,False,11.105263157894736,100.0,16.0,46.666666666666664,10.357894736842105,50.0,16.0
1538,15,8,5,4.0,1,2004-01-01,2,0.0,False,11.6,50.0,16.0,6.666666666666667,12.170403587443946,16.666666666666664,16.0
1539,14,9,6,3.0,1,2004-01-01,2,0.0,False,8.928571428571429,0.0,16.0,13.333333333333334,9.311926605504587,36.666666666666664,16.0
1540,4,19,7,2.0,1,2004-01-01,2,100.0,False,6.526315789473684,50.0,16.0,26.666666666666668,8.285714285714286,16.666666666666664,16.0
1542,43,10,9,0.0,11,2004-01-01,2,0.0,False,15.0,0.0,16.0,0.0,12.296296296296296,0.0,16.0
1544,21,12,11,0.0,11,2004-01-01,2,0.0,False,11.428571428571429,0.0,16.0,6.666666666666667,11.014778325123153,3.3333333333333335,16.0
1545,44,14,12,0.0,11,2004-01-01,2,0.0,False,12.7,0.0,16.0,0.0,12.006993006993007,0.0,16.0
1548,11,20,15,0.0,14,2004-01-01,2,0.0,False,12.833333333333334,0.0,16.0,0.0,13.789473684210526,0.0,16.0
1550,8,5,17,0.0,7,2004-01-01,2,0.0,False,8.0,0.0,16.0,60.0,8.49469964664311,36.666666666666664,16.0
1551,2,15,18,0.0,7,2004-01-01,2,0.0,False,11.090909090909092,0.0,16.0,0.0,10.70625,3.3333333333333335,16.0
1552,23,7,19,0.0,5,2004-01-01,2,0.0,False,11.181818181818182,0.0,16.0,20.0,9.54140127388535,40.0,16.0
1553,17,2,20,0.0,20,2004-01-01,2,0.0,False,9.666666666666666,0.0,16.0,0.0,9.811111111111112,0.0,16.0
1554,30,1,1,10.0,1,2004-01-01,3,100.0,True,5.777777777777778,75.0,16.0,53.333333333333336,6.49063670411985,50.0,16.0
1555,22,2,2,8.0,1,2004-01-01,3,50.0,True,11.342105263157896,75.0,16.0,46.666666666666664,10.357894736842105,50.0,16.0
1556,18,6,3,6.0,1,2004-01-01,3,50.0,True,9.205882352941176,25.0,16.0,0.0,9.98031496062992,0.0,16.0
1557,15,7,4,5.0,1,2004-01-01,3,0.0,False,11.3,25.0,16.0,6.666666666666667,12.170403587443946,16.666666666666664,16.0
1558,11,5,5,4.0,1,2004-01-01,3,0.0,False,13.090909090909092,25.0,16.0,0.0,13.789473684210526,0.0,16.0
1559,4,16,6,3.0,1,2004-01-01,3,50.0,False,7.2894736842105265,25.0,16.0,26.666666666666668,8.285714285714286,16.666666666666664,16.0
1560,23,4,7,2.0,1,2004-01-01,3,0.0,False,10.454545454545455,25.0,16.0,20.0,9.54140127388535,40.0,16.0
1561,17,14,8,1.0,11,2004-01-01,3,0.0,False,10.166666666666666,0.0,16.0,0.0,9.811111111111112,0.0,16.0
1562,44,8,9,0.0,11,2004-01-01,3,0.0,False,12.1,0.0,16.0,0.0,12.006993006993007,0.0,16.0
1563,43,9,10,0.0,11,2004-01-01,3,0.0,False,12.5,0.0,16.0,0.0,12.296296296296296,0.0,16.0
1564,21,11,11,0.0,11,2004-01-01,3,0.0,False,11.148148148148149,0.0,16.0,6.666666666666667,11.014778325123153,3.3333333333333335,16.0
1566,31,3,13,0.0,11,2004-01-01,3,50.0,False,6.5,25.0,16.0,60.0,8.385542168674698,40.0,16.0
1568,2,18,15,0.0,11,2004-01-01,3,0.0,False,10.090909090909092,0.0,16.0,0.0,10.70625,3.3333333333333335,16.0
1571,14,10,18,0.0,63,2004-01-01,3,0.0,False,10.785714285714286,0.0,16.0,13.333333333333334,9.311926605504587,36.666666666666664,16.0
1573,8,19,20,0.0,5,2004-01-01,3,0.0,False,9.026315789473685,0.0,16.0,60.0,8.49469964664311,36.666666666666664,16.0
1574,30,2,1,10.0,1,2004-01-01,4,100.0,True,7.351851851851852,83.33333333333334,16.0,53.333333333333336,6.49063670411985,50.0,16.0
1575,18,1,2,8.0,1,2004-01-01,4,66.66666666666666,True,9.686274509803921,33.33333333333333,16.0,0.0,9.98031496062992,0.0,16.0
1576,31,3,3,6.0,1,2004-01-01,4,33.33333333333333,True,8.294117647058824,16.666666666666664,16.0,60.0,8.385542168674698,40.0,16.0
1577,4,6,4,5.0,1,2004-01-01,4,33.33333333333333,False,7.637931034482759,16.666666666666664,16.0,26.666666666666668,8.285714285714286,16.666666666666664,16.0
1578,15,9,5,4.0,1,2004-01-01,4,0.0,False,11.533333333333333,16.666666666666664,16.0,6.666666666666667,12.170403587443946,16.666666666666664,16.0
1579,22,4,6,3.0,1,2004-01-01,4,66.66666666666666,False,11.421052631578947,83.33333333333334,16.0,46.666666666666664,10.357894736842105,50.0,16.0
1580,23,5,7,2.0,1,2004-01-01,4,0.0,False,10.121212121212121,16.666666666666664,16.0,20.0,9.54140127388535,40.0,16.0
1581,8,20,8,1.0,11,2004-01-01,4,0.0,False,8.68421052631579,0.0,16.0,60.0,8.49469964664311,36.666666666666664,16.0
1582,21,18,9,0.0,11,2004-01-01,4,0.0,False,10.95,0.0,16.0,6.666666666666667,11.014778325123153,3.3333333333333335,16.0
1584,44,13,11,0.0,11,2004-01-01,4,0.0,False,12.166666666666666,0.0,16.0,0.0,12.006993006993007,0.0,16.0
1585,14,11,12,0.0,11,2004-01-01,4,0.0,False,10.095238095238095,0.0,16.0,13.333333333333334,9.311926605504587,36.666666666666664,16.0
1586,17,8,13,0.0,11,2004-01-01,4,0.0,False,9.75,0.0,16.0,0.0,9.811111111111112,0.0,16.0
1589,11,7,16,0.0,5,2004-01-01,4,0.0,False,13.0,33.33333333333333,16.0,0.0,13.789473684210526,0.0,16.0
1590,2,16,17,0.0,30,2004-01-01,4,0.0,False,10.454545454545455,0.0,16.0,0.0,10.70625,3.3333333333333335,16.0
1591,43,10,18,0.0,3,2004-01-01,4,0.0,False,11.666666666666666,0.0,16.0,0.0,12.296296296296296,0.0,16.0
1594,30,1,1,10.0,1,2004-01-01,5,100.0,True,6.527777777777778,75.0,16.0,53.333333333333336,6.49063670411985,50.0,16.0
1595,22,5,2,8.0,1,2004-01-01,5,50.0,True,11.407894736842104,75.0,16.0,46.666666666666664,10.357894736842105,50.0,16.0
1596,15,4,3,6.0,1,2004-01-01,5,0.0,True,11.55,12.5,16.0,6.666666666666667,12.170403587443946,16.666666666666664,16.0
1597,4,8,4,5.0,1,2004-01-01,5,25.0,False,7.858974358974359,12.5,16.0,26.666666666666668,8.285714285714286,16.666666666666664,16.0
1598,11,3,5,4.0,1,2004-01-01,5,0.0,False,13.73913043478261,37.5,16.0,0.0,13.789473684210526,0.0,16.0
1599,23,6,6,3.0,1,2004-01-01,5,0.0,False,9.568181818181818,25.0,16.0,20.0,9.54140127388535,40.0,16.0
1600,21,12,7,2.0,1,2004-01-01,5,0.0,False,11.185185185185185,0.0,16.0,6.666666666666667,11.014778325123153,3.3333333333333335,16.0
1601,18,14,8,1.0,11,2004-01-01,5,75.0,False,9.514705882352942,37.5,16.0,0.0,9.98031496062992,0.0,16.0
1603,14,10,10,0.0,11,2004-01-01,5,0.0,False,9.714285714285714,0.0,16.0,13.333333333333334,9.311926605504587,36.666666666666664,16.0
1604,8,13,11,0.0,11,2004-01-01,5,0.0,False,8.513157894736842,0.0,16.0,60.0,8.49469964664311,36.666666666666664,16.0
1605,17,9,12,0.0,11,2004-01-01,5,0.0,False,9.625,0.0,16.0,0.0,9.811111111111112,0.0,16.0
1606,43,11,13,0.0,11,2004-01-01,5,0.0,False,12.5,0.0,16.0,0.0,12.296296296296296,0.0,16.0
1608,31,2,15,0.0,23,2004-01-01,5,50.0,False,7.818181818181818,25.0,16.0,60.0,8.385542168674698,40.0,16.0
1610,44,7,17,0.0,9,2004-01-01,5,0.0,False,11.825,0.0,16.0,0.0,12.006993006993007,0.0,16.0
1611,2,15,18,0.0,9,2004-01-01,5,0.0,False,10.818181818181818,0.0,16.0,0.0,10.70625,3.3333333333333335,16.0
1614,15,1,1,10.0,1,2004-01-01,6,20.0,True,11.493333333333334,20.0,16.0,6.666666666666667,12.170403587443946,16.666666666666664,16.0
1615,18,2,2,8.0,1,2004-01-01,6,60.0,True,9.642857142857142,30.0,16.0,0.0,9.98031496062992,0.0,16.0
1616,22,6,3,6.0,1,2004-01-01,6,60.0,True,11.08421052631579,80.0,16.0,46.666666666666664,10.357894736842105,50.0,16.0
1617,31,9,4,5.0,11,2004-01-01,6,40.0,False,7.75,20.0,16.0,60.0,8.385542168674698,40.0,16.0
1619,43,15,6,3.0,11,2004-01-01,6,0.0,False,11.9,0.0,16.0,0.0,12.296296296296296,0.0,16.0
1620,2,17,7,2.0,12,2004-01-01,6,0.0,False,10.472727272727273,0.0,16.0,0.0,10.70625,3.3333333333333335,16.0
1621,44,13,8,1.0,13,2004-01-01,6,0.0,False,11.9,0.0,16.0,0.0,12.006993006993007,0.0,16.0
1623,23,12,10,0.0,6,2004-01-01,6,0.0,False,9.672727272727272,20.0,16.0,20.0,9.54140127388535,40.0,16.0
1624,30,4,11,0.0,4,2004-01-01,6,100.0,False,6.3,80.0,16.0,53.333333333333336,6.49063670411985,50.0,16.0
1625,4,3,12,0.0,3,2004-01-01,6,20.0,False,7.653061224489796,20.0,16.0,26.666666666666668,8.285714285714286,16.666666666666664,16.0
1626,8,5,13,0.0,63,2004-01-01,6,0.0,False,8.74736842105263,0.0,16.0,60.0,8.49469964664311,36.666666666666664,16.0
1629,17,11,16,0.0,6,2004-01-01,6,0.0,False,9.666666666666666,0.0,16.0,0.0,9.811111111111112,0.0,16.0
1630,11,7,17,0.0,5,2004-01-01,6,0.0,False,13.703703703703704,30.0,16.0,0.0,13.789473684210526,0.0,16.0
1631,14,8,18,0.0,4,2004-01-01,6,0.0,False,9.971830985915492,0.0,16.0,13.333333333333334,9.311926605504587,36.666666666666664,16.0
1632,21,10,19,0.0,4,2004-01-01,6,0.0,False,11.264705882352942,0.0,16.0,6.666666666666667,11.014778325123153,3.3333333333333335,16.0
1634,30,1,1,10.0,1,2004-01-01,7,83.33333333333334,True,6.675925925925926,75.0,16.0,53.333333333333336,6.49063670411985,50.0,16.0
1635,22,7,2,8.0,1,2004-01-01,7,66.66666666666666,True,10.710526315789474,75.0,16.0,46.666666666666664,10.357894736842105,50.0,16.0
1636,18,5,3,6.0,1,2004-01-01,7,66.66666666666666,True,9.623762376237623,33.33333333333333,16.0,0.0,9.98031496062992,0.0,16.0
1637,15,3,4,5.0,1,2004-01-01,7,33.33333333333333,False,11.766666666666667,25.0,16.0,6.666666666666667,12.170403587443946,16.666666666666664,16.0
1638,4,6,5,4.0,1,2004-01-01,7,16.666666666666664,False,7.735042735042735,25.0,16.0,26.666666666666668,8.285714285714286,16.666666666666664,16.0
1639,21,19,6,3.0,1,2004-01-01,7,0.0,False,11.292682926829269,0.0,16.0,6.666666666666667,11.014778325123153,3.3333333333333335,16.0
1640,17,14,7,2.0,1,2004-01-01,7,0.0,False,9.083333333333334,0.0,16.0,0.0,9.811111111111112,0.0,16.0
1641,31,8,8,1.0,11,2004-01-01,7,33.33333333333333,False,8.264705882352942,16.666666666666664,16.0,60.0,8.385542168674698,40.0,16.0
1643,2,13,10,0.0,11,2004-01-01,7,0.0,False,10.276923076923078,0.0,16.0,0.0,10.70625,3.3333333333333335,16.0
1644,44,10,11,0.0,11,2004-01-01,7,0.0,False,11.433333333333334,0.0,16.0,0.0,12.006993006993007,0.0,16.0
1649,11,2,16,0.0,5,2004-01-01,7,0.0,False,13.774193548387096,33.33333333333333,16.0,0.0,13.789473684210526,0.0,16.0
1650,14,18,17,0.0,5,2004-01-01,7,0.0,False,10.081395348837209,0.0,16.0,13.333333333333334,9.311926605504587,36.666666666666664,16.0
1651,8,4,18,0.0,5,2004-01-01,7,0.0,False,8.75438596491228,0.0,16.0,60.0,8.49469964664311,36.666666666666664,16.0
1652,23,9,19,0.0,4,2004-01-01,7,0.0,False,9.984848484848484,16.666666666666664,16.0,20.0,9.54140127388535,40.0,16.0
1653,43,11,20,0.0,4,2004-01-01,7,0.0,False,11.25,0.0,16.0,0.0,12.296296296296296,0.0,16.0
1654,30,6,1,10.0,1,2004-01-01,8,85.71428571428571,True,6.301587301587301,78.57142857142857,16.0,53.333333333333336,6.49063670411985,50.0,16.0
1655,22,7,2,8.0,1,2004-01-01,8,71.42857142857143,True,10.496240601503759,78.57142857142857,16.0,46.666666666666664,10.357894736842105,50.0,16.0
1656,18,2,3,6.0,1,2004-01-01,8,71.42857142857143,True,9.830508474576272,35.714285714285715,16.0,0.0,9.98031496062992,0.0,16.0
1657,21,11,4,5.0,11,2004-01-01,8,0.0,False,10.979166666666666,0.0,16.0,6.666666666666667,11.014778325123153,3.3333333333333335,16.0
1658,8,8,5,4.0,11,2004-01-01,8,0.0,False,9.045112781954888,0.0,16.0,60.0,8.49469964664311,36.666666666666664,16.0
1659,14,9,6,3.0,11,2004-01-01,8,0.0,False,9.9,0.0,16.0,13.333333333333334,9.311926605504587,36.666666666666664,16.0
1661,2,15,8,1.0,12,2004-01-01,8,0.0,False,10.355263157894736,0.0,16.0,0.0,10.70625,3.3333333333333335,16.0
1665,11,20,12,0.0,5,2004-01-01,8,0.0,False,14.36111111111111,35.714285714285715,16.0,0.0,13.789473684210526,0.0,16.0
1666,4,5,13,0.0,30,2004-01-01,8,14.285714285714285,False,7.9416058394160585,21.428571428571427,16.0,26.666666666666668,8.285714285714286,16.666666666666664,16.0
1668,17,14,15,0.0,22,2004-01-01,8,0.0,False,9.142857142857142,0.0,16.0,0.0,9.811111111111112,0.0,16.0
1669,15,3,16,0.0,7,2004-01-01,8,28.57142857142857,False,11.714285714285714,21.428571428571427,16.0,6.666666666666667,12.170403587443946,16.666666666666664,16.0
1670,23,1,17,0.0,2,2004-01-01,8,0.0,False,10.376623376623376,14.285714285714285,16.0,20.0,9.54140127388535,40.0,16.0
1671,31,4,18,0.0,2,2004-01-01,8,28.57142857142857,False,8.425,14.285714285714285,16.0,60.0,8.385542168674698,40.0,16.0
1672,43,12,19,0.0,2,2004-01-01,8,0.0,False,11.714285714285714,0.0,16.0,0.0,12.296296296296296,0.0,16.0
1673,44,13,20,0.0,2,2004-01-01,8,0.0,False,11.742857142857142,0.0,16.0,0.0,12.006993006993007,0.0,16.0
1674,30,2,1,10.0,1,2004-01-01,9,87.5,True,6.423611111111111,81.25,16.0,53.333333333333336,6.49063670411985,50.0,16.0
1675,22,1,2,8.0,1,2004-01-01,9,75.0,True,10.296052631578947,81.25,16.0,46.666666666666664,10.357894736842105,50.0,16.0
1676,11,3,3,6.0,1,2004-01-01,9,0.0,True,14.317073170731707,37.5,16.0,0.0,13.789473684210526,0.0,16.0
1677,15,20,4,5.0,1,2004-01-01,9,25.0,False,11.816666666666666,18.75,16.0,6.666666666666667,12.170403587443946,16.666666666666664,16.0
1678,44,8,5,4.0,1,2004-01-01,9,0.0,False,11.69620253164557,0.0,16.0,0.0,12.006993006993007,0.0,16.0
1679,8,7,6,3.0,11,2004-01-01,9,0.0,False,8.717105263157896,0.0,16.0,60.0,8.49469964664311,36.666666666666664,16.0
1680,14,12,7,2.0,11,2004-01-01,9,0.0,False,9.547826086956523,0.0,16.0,13.333333333333334,9.311926605504587,36.666666666666664,16.0
